,,$72.50,Battle of the Planets Complete Series,,,,,,,
 ,,-$532.00,Inventory cost (DVDs and CDs),,,,,,,
,,,,,,,,,,
"$1,022.04",Payment Received,Sales Fees,Postage,Other Costs,Title,"Purchase Price
Offset",,MovieList Key,Flags,Group ID
,"$5,662.82","-$1,115.42","-$2,279.93","-$1,245.43",,,,,,
10/5/2024,$11.50,-$2.24,-$4.43,,Eureka Season 1,$0.50,$5.33,,,2310
10/6/2024,$9.00,-$1.82,-$4.63,,Everybody Loves Raymond Season 9,$0.00,$2.55,,,2423
10/7/2024,$14.00,-$2.67,-$4.38,,Tom Jones Live by Tom Jones CD,$0.77,$7.72,,,2420
10/8/2024,$13.50,-$2.58,-$4.63,,Midsomer Murders Set 10,$0.78,$7.07,,,2410
10/9/2024,$8.00,-$1.65,-$4.38,,The Pink Panther Classic Cartoon Collection Vol 1 Pranks in the Pink,-$0.03,$1.94,,doNotMatch,2417
10/9/2024,$7.00,-$1.48,-$4.43,,Wish by The Cure CD,$0.59,$1.68,,,2313
10/10/2024,$14.00,-$2.67,-$4.43,,OK Computer by Radiohead,$0.77,$7.67,,,2420
10/10/2024,$21.00,-$3.85,-$4.21,,Nobodys Perfect,$0.79,$13.73,,,2419
10/11/2024,$19.00,-$3.51,-$4.43,,Rio Grande Southern & Denver & Rio Grande Western Green Frog Railroad,$0.79,$11.85,,doNotMatch,2419
10/13/2024,$11.00,-$2.16,-$4.31,,Survivor Marquesaqs Season 4 Part 3,$0.78,$5.31,,doNotMatch,2410
10/13/2024,$7.75,-$1.61,-$4.38,,With a Song in My Heart,-$0.15,$1.61,,,2424
10/13/2024,$20.00,-$3.68,-$4.55,,44 Minutes The North Hollywood Shootout,$0.57,$12.34,,,2414
10/14/2024,$72.50,-$12.55,-$4.31,,Battle of the Planets Complete Series,$0.41,$56.05,,,2415
10/14/2024,$12.00,-$2.33,-$4.55,,Never Say Never Again,-$0.11,$5.01,,,2422
10/18/2024,$7.75,-$1.61,-$4.21,,Bad Axe by Son Seals CD,$0.82,$2.75,,,2321
10/18/2024,$9.00,-$1.82,-$4.47,,Film Noir Double Feature Stolen Face Blackout,$0.79,$3.50,,doNotMatch,2419
10/18/2024,$9.50,-$1.91,-$4.43,,Beethoven Symphony 9 by Karl Bohm CD,$0.77,$3.93,,,2420
10/19/2024,$7.25,-$1.53,-$4.55,,Veronica Mars Season 1,$0.81,$1.98,,,2320
10/20/2024,$8.75,-$1.78,-$4.43,,Broadways Carols for a Cure by Various CD,$0.80,$3.34,,,C2303
10/20/2024,$9.50,-$1.91,-$4.55,,The Power Station Session by Jon Bongiovi CD,$0.82,$3.86,,,2321
10/20/2024,,,,-$100.00,Purchases CDs,,,,,
10/21/2024,$11.00,-$2.16,-$4.31,,Jazzmatazz Vol 2 The New Reality by Guru CD,$0.79,$5.32,,,2411
10/22/2024,$12.00,-$2.33,-$4.38,,Pastorela,-$0.11,$5.18,,,2422
10/22/2024,$14.45,-$2.74,-$4.31,,Angel of the Morning by Juice Newton CD,$0.82,$8.22,,,2321
10/24/2024,$9.50,-$1.91,-$4.31,,An Angel Named Billy,$0.79,$4.07,,,2419
10/25/2024,$8.50,-$1.74,-$4.31,,Empire by Queensryche CD,$0.79,$3.24,,,2411
10/25/2024,$10.50,-$2.07,-$4.43,,Lemonade Mouth,$0.00,$4.00,,,2425
10/25/2024,$32.00,-$5.71,-$4.43,,The Meteor Man,$0.00,$21.86,,,2425
10/26/2024,$9.25,-$1.86,-$4.63,,Harps and Angels by Randy Newman CD,$0.77,$3.52,,,2420
10/26/2024,$12.00,-$2.33,-$4.31,,Kiss of Death,$0.00,$5.36,,,2425
10/26/2024,$8.00,-$1.65,-$4.63,,Hatfields and McCoys,$0.78,$2.50,,,2410
10/28/2024,$8.75,-$1.78,-$4.63,,Defendor,$0.79,$3.13,,,2419
10/28/2024,$7.00,-$1.48,-$4.31,,Wish by The Cure CD,$0.79,$2.00,,,2404
10/31/2024,$7.75,-$1.61,-$4.63,,Witness for the Prosecution,$0.79,$2.30,,,2419
11/1/2024,,,,-$21.95,eBay Store Basic Subscription,,,,,
11/1/2024,$10.00,-$1.99,-$4.63,,Crime Wave 18 Months of Mayhem,$0.15,$3.53,,,2317
11/2/2024,$7.59,-$1.58,-$4.43,,Last Breed Live in Concert,$0.32,$1.89,,,2412
11/2/2024,$9.00,-$1.82,-$4.43,,Landspeed,-$0.11,$2.64,,,2422
11/4/2024,$7.00,-$1.48,-$4.43,,Fairytale A True Story,$0.41,$1.50,,,2415
11/5/2024,$7.50,-$1.57,-$4.63,,The Lost Room,-$0.15,$1.15,,,2424
11/5/2024,$7.00,-$1.48,-$4.28,,Theres One in Every Crowd by Eric Clapton CD,$0.82,$2.06,,,2321
11/8/2024,$9.75,-$1.95,-$4.43,,Just Hooked on Country by Atlanta Pops Orchestra Cassette,$0.76,$4.13,,,2426
11/8/2024,$7.75,-$1.61,-$4.63,,Mozart Symphonies 40 and 41 by Georg Solti CD,$0.80,$2.31,,,2315
11/8/2024,$22.00,-$4.02,-$4.21,,CSI Cyber Season 2,$0.79,$14.56,,,2419
11/9/2024,$9.35,-$1.88,-$4.38,,The Gift of Rock by Smash Mouth CD,$0.79,$3.88,,,2404
11/10/2024,$17.00,-$3.17,-$4.38,,Dig,-$0.15,$9.29,,,2424
11/10/2024,$8.50,-$1.74,-$4.63,,Turandot by Hervert von Karajan CD,$0.82,$2.95,,,2321
11/11/2024,$9.00,-$1.82,-$4.61,,The Turtles Greatest Hits by The Turtles CD,$0.76,$3.33,,,2426
11/12/2024,$9.25,-$1.86,-$4.63,,Mega Hits Dance Classics Vol 12 by Various CD,$0.79,$3.54,,,2411
11/13/2024,$40.00,-$7.06,-$4.47,,The Power and the Myth by House of Lords CD,$0.77,$29.24,,,2420
11/13/2024,$10.50,-$2.07,-$4.55,,Dogma,$0.79,$4.66,,,2419
1/14/2024,$8.00,-$1.65,-$4.63,,The Carpetbaggers,-$0.11,$1.61,,,2422
11/15/2024,$19.00,-$3.51,-$4.55,,Top Gear Season 10,$0.78,$11.72,,,2410
11/15/2024,$9.50,-$1.91,-$4.28,,UHF,$0.77,$4.08,,,2406
11/16/2024,$8.00,-$1.65,-$4.63,,Rebel yell by Billy Idol CD,$0.76,$2.47,,,2426
11/17/2024,$7.75,-$1.61,-$4.43,,Buffy the Vampire Slayer Season 1,-$1.20,$0.51,,,2416
11/18/2024,$11.25,-$2.20,-$4.43,,The Towering Inferno,$0.41,$5.03,,,2415
11/18/2024,,,,-$37.92,Purchased padded mailers,,,,,
11/19/2024,$7.50,-$1.57,-$4.38,,The Pink Floyd and Syd Barrett Story,$0.81,$2.36,,,2320
11/19/2024,$14.50,-$2.75,-$4.38,,From Sun to Sun by Randy and the Radiants CD,$0.71,$8.08,,,2408
11/20/2024,$7.50,-$1.57,-$4.63,,Eight Millimter Original Soundtrack by Mychael Danna CD,$0.77,$2.07,,,2420
11/20/2024,$8.75,-$1.78,-$4.43,,Di Korpu Ku Alma by Lura CD,$0.79,$3.33,,,2404
11/20/2024,$9.00,-$1.82,-$4.43,,Christmas with SCTV,-$0.03,$2.72,,,2417
11/20/2024,$10.00,-$1.99,-$4.63,,Spike and Mikes Sick and Twisted Festival of Animation,$0.77,$4.15,,,2406
11/21/2024,$7.50,-$1.57,-$4.63,,Chant II by the Benedictine Monks of Santo Domingo de Silos CD,$0.77,$2.07,,,2420
11/21/2024,,,,-$25.00,Return: CSI Cyber Season 2,,,,,
11/22/2024,$13.75,-$2.62,-$4.38,,Daydream Believers The Monkees Story,-$0.03,$6.72,,,2417
11/22/2024,$8.50,-$1.74,-$4.63,,One Thing Leads to Another Greatest Hits by The Fixx CD,$0.76,$2.89,,,2426
11/23/2024,$16.75,-$3.13,-$4.47,,Sixty Million Dollar Man,$0.83,$9.98,,,2306
11/23/2024,$7.50,-$1.57,-$4.38,,We Got Us by Steve Lawrence and Eydie Gormet CD,$0.77,$2.32,,,2420
11/23/2024,$9.00,-$1.82,-$4.61,,Time Cop,$0.00,$2.57,,,2425
11/24/2024,$12.00,-$2.33,-$4.63,,The Uninvited,-$0.43,$4.61,,,2427
11/24/2024,$7.00,-$1.48,-$4.55,,Classical Rewind Vol 1 Classical Thunder by Various CD,$0.79,$1.75,,,2411
11/24/2024,$11.00,-$2.16,-$4.55,,Es Mi Vida / Nobleza Rachera / El Noa Noa,-$0.11,$4.18,,doNotMatch,2422
11/25/2024,$14.00,-$2.67,-$4.55,,Bushwhacked,$0.79,$7.57,,,2419
11/26/2024,$11.00,-$2.16,-$4.43,,Survivor Marquesas Season 4 Part 2,$0.78,$5.19,,doNotMatch,2410
11/27/2024,$9.00,-$1.82,-$4.63,,AM Gold 70-74 Time Life 1 Hits of the 70s by Various CD,$0.76,$3.31,,,2426
11/28/2024,$8.50,-$1.74,-$4.55,,The Best of the Muppet Show Vol 3,$0.00,$2.21,,,2407
11/29/2024,$11.75,-$2.29,-$4.63,,The Adventures of Rocky and Bullwinkle and Friends Season 4,-$1.50,$3.33,,,2403
11/29/2024,$7.00,-$1.48,-$4.43,,Christmas Vacation,$0.81,$1.90,,,2320
11/29/2024,$9.00,-$1.82,-$4.43,,CBS Masterworks Dinner Classics La Dolce Vita by Various CD,$0.71,$3.46,,,2408
12/1/2024,,,,-$21.95,eBay Store Basic Subscription,,,,,
12/2/2024,$11.00,-$2.16,-$4.31,,The Barbie Diaries,$0.79,$5.32,,,2419
12/4/2024,$8.50,-$1.74,-$4.38,,Dark Water,$0.79,$3.17,,,2419
12/4/2024,$16.75,-$3.13,-$4.63,,Matt Helm Lounge,-$0.43,$8.56,,doNotMatch,2427
12/5/2024,$7.75,-$1.61,-$4.28,,Million Dollar Quartet Original Cast Recording by Various CD,$0.77,$2.63,,,2420
12/5/2024,$10.50,-$2.07,-$4.38,,Rochelle Double Track Diamonds GSVP Railroad,$0.79,$4.83,,doNotMatch,2419
12/6/2024,$9.00,-$1.82,-$4.21,,To Be Continued Disc 1 by Elton John CD,$0.77,$3.73,,,2420
12/6/2024,$11.00,-$2.16,-$4.55,,The End of Operation Secret Agent,$0.83,$5.12,,,2306
12/6/2024,$18.50,-$3.43,-$4.63,,Blue Sunshine,$0.79,$11.23,,,2419
12/6/2024,$10.00,-$1.99,-$4.63,,Inside the Actors Studio: Paul Newman Robert Redford Barbra Streisand,-$0.13,$3.25,,doNotMatch,2429
12/7/2024,$8.00,-$1.65,-$4.63,,The Girls Next Door Season 1,$0.78,$2.50,,,2410
12/8/2024,$8.00,-$1.65,-$4.43,,Big Girls Dont Cry,-$0.38,$1.54,,,
12/8/2024,$7.50,-$1.57,-$4.63,,For Lovers Only by The Temptations CD,$0.79,$2.09,,,2411
12/8/2024,$7.00,-$1.48,-$4.63,,The Rocky and Bullwinkle Show Season 1,-$1.50,-$0.61,,,2403
12/8/2024,$8.75,-$1.78,-$4.47,,Super Gals Vol 5,$0.78,$3.28,,,2410
12/9/2024,$13.00,-$2.50,-$4.63,,A Brady Bunch of Movies,$0.41,$6.28,,doNotMatch,2415
12/10/2024,$18.00,-$3.34,-$4.55,,Torch Song Trilogy,-$0.13,$9.98,,,2429
12/10/2024,$9.00,-$1.82,-$4.63,,All Grown Up O Brother,$0.78,$3.33,,,2410
12/10/2024,$9.00,-$1.82,-$4.38,,Christmas Gumbo by Fats Domino CD,$0.77,$3.56,,,2420
12/10/2024,$13.00,-$2.50,-$4.38,,23 Blast,-$0.43,$5.69,,,2427
12/11/2024,$15.75,-$2.96,-$4.63,,Disney Animation Collection Vol 5 Wind in the Willows,$0.79,$8.95,,doNotMatch,2419
12/11/2024,$11.47,-$2.24,-$4.55,,The Zombies The Story by The Zombies CD,$0.72,$5.40,,,2311
12/12/2024,$15.00,-$2.84,-$4.21,,Eastern Rises,$0.77,$8.72,,,2406
12/12/2024,$10.50,-$2.07,-$4.55,,The Best of Johnny Rivers by Johnny Rivers CD,$0.76,$4.63,,,2426
