,$0.67,,Series Cost:,$1.36,,,,,
 ,,,,,,,,,
"$1,079.08",Payment Received,PayPal Fee,Postage,Other Costs,,Purchase Price Offset,,DVD Cost:,1.15
,"$3,297.99",-$206.13,"-$1,036.96",-$975.82,,,,,
1/1/2019,$5.00,-$0.45,-$2.77,,Altitude,,$0.64,,
1/2/2019,$5.00,-$0.45,-$2.77,,Haywire,,$0.64,,
1/2/2019,,$0.00,,-$14.28,Lens Wipes,,-$15.43,,
1/3/2019,$11.00,-$0.62,-$2.66,,Homeward Bound 1 and 2,$0.35,$6.92,,doNotMatch
1/3/2019,$5.50,-$0.46,-$2.77,,Strange Days,$0.35,$1.47,,
1/4/2019,$6.23,-$0.48,-$2.77,,White Oleander,,$1.83,,
1/7/2019,$5.00,-$0.45,-$2.77,,The Haunting,$0.35,$0.99,,
1/8/2019,$20.00,-$0.88,-$2.77,,Rotation,$0.35,$15.55,,
1/9/2019,$5.00,-$0.45,-$2.77,,The Contender,$0.35,$0.99,,
1/10/2019,$7.00,-$0.50,-$2.66,,Remington Steele Season 1,$0.35,$3.04,,
1/11/2019,$8.00,-$0.53,-$2.66,,I Love Lucy Season 3,$0.35,$4.01,,
1/12/2019,$6.00,-$0.47,-$2.77,,City Heat,,$1.61,,
1/12/2019,$5.00,-$0.45,-$2.66,,Nip Tuck Season 3,$0.35,$1.10,,
1/14/2019,$25.00,-$1.03,-$2.77,,Game of Thrones Season 6,-$15.95,$4.11,,
1/14/2019,$15.00,-$0.74,-$4.70,,Sex and the City COMPLETE SERIES,$0.35,$8.77,,
1/14/2019,$5.00,-$0.45,-$2.77,,Kalifornia,,$0.64,,
1/14/2019,$4.75,-$0.44,-$2.77,,Almost Human,$0.75,$1.14,,
1/15/2019,$6.00,-$0.47,-$2.77,,Speed 2: Cruise Control,$0.35,$1.96,,
1/15/2019,,,,-$28.00,"Refund: Game of Thrones, Season 6",,,,
1/16/2019,$6.00,-$0.47,-$2.77,,The Fugitive / US Marshals,$0.35,$1.96,,
1/16/2019,$8.50,-$0.55,-$2.66,,Benny Hill: Golden Greats,$0.35,$4.49,,
1/17/2019,$14.00,-$0.71,-$2.77,,Something Wild,$0.35,$9.72,,
1/18/2019,$9.00,-$0.56,-$2.66,,"Sons of Anarchy, Season 4",-$12.49,-$7.86,,
1/18/2019,$6.50,-$0.49,-$2.77,,GI Joe: Spy Troops The Movie,,$2.09,,
1/19/2019,$8.00,-$0.53,-$2.92,,Teen Wolf,-$2.00,$1.40,,
1/19/2019,$6.00,-$0.47,-$2.77,,Bones,$0.35,$1.96,,
1/19/2019,$5.50,-$0.46,-$2.66,,Ghostbusters 1 and 2 Gift Set,$0.35,$1.58,,doNotMatch
1/19/2019,$11.00,-$0.62,-$2.77,,Thor: The Dark World BLU-RAY,$0.35,$6.81,,
1/19/2019,,,,-$58.86,eBay Fees,,,,
1/21/2019,$10.00,-$0.59,-$2.77,,Running Out of Time,,$5.49,,
1/21/2019,$11.00,-$0.62,-$2.77,,Dollhouse Season 2,$0.35,$6.81,,
1/21/2019,$5.00,-$0.45,-$2.77,,Alien Apocalypse,$0.70,$1.34,,
1/21/2019,$12.00,-$0.65,-$2.77,,Roxanna,$0.35,$7.78,,
1/21/2019,$5.00,-$0.45,-$2.77,,Married with Children Season 4,$0.35,$0.99,,
1/23/2019,$21.00,-$0.91,-$3.82,-$2.00,"The Rich Man's Wife, Dario Argento's Opera, The Rats",$1.05,$14.17,,doNotMatch
1/23/2019,$5.50,-$0.46,-$2.77,,Poltergeist,$0.35,$1.47,,
1/24/2019,$8.00,-$0.53,-$2.77,,Naked Gun Trilogy,$0.35,$3.90,,doNotMatch
1/24/2019,$12.00,-$0.65,-$2.77,,They Might Be Giants: Direct from Brooklyn,$0.60,$8.03,,
1/24/2019,$7.00,-$0.50,-$2.77,,Valentine,$0.35,$2.93,,
1/25/2019,$11.00,-$0.62,-$2.77,,Crossroads,,$6.46,,
1/25/2019,$13.00,-$0.68,-$3.17,,Carnivale Season 1,-$3.00,$5.00,,
1/26/2019,$4.75,-$0.44,-$2.77,,Howard the Duck,$0.35,$0.74,,
1/26/2019,$6.00,-$0.47,-$2.77,,The Protector 2,$0.75,$2.36,,
1/26/2019,$13.00,-$0.68,-$2.77,,The Assurance of Salvation,$0.75,$9.15,,doNotMatch
1/26/2019,$5.00,-$0.45,-$2.77,,How I Met Your Mother Season 6 REPLACEMENT DISC 3,,$0.64,,
1/26/2019,$9.00,-$0.56,-$2.77,,Train of Life,,$4.52,,
1/26/2019,$5.00,-$0.45,-$2.77,,The House Next Door,$0.35,$0.99,,
1/26/2019,$35.00,-$1.32,-$2.79,,Most Evil,,$29.75,,doNotMatch
1/27/2019,,$0.00,,-$6.00,Refund: Bones. Buyer says he never got it.,,-$7.15,,
1/28/2019,$6.00,-$0.47,-$3.28,,First to Die,$0.35,$1.45,,
1/28/2019,$6.00,-$0.47,-$3.63,,The People Under the Stairs / Shocker,$0.35,$1.10,,
1/28/2019,$8.00,-$0.53,-$2.75,,Touching the Void,,$3.57,,
1/29/2019,$18.00,-$0.82,-$3.28,,Mad Men Seasons 1-4,-$1.60,$11.15,,doNotMatch
1/29/2019,$5.00,-$0.45,-$3.79,,The Texas Chainsaw Massacre: The Beginning,$0.35,-$0.04,,
1/30/2019,$27.75,-$1.10,-$0.28,,Nip/Tuck Season 5 Parts 1 and 2,-$0.30,$24.92,,
1/30/2019,$5.00,-$0.45,-$3.22,,Death Sentence,$0.35,$0.54,,
1/31/2019,$14.75,-$0.73,-$2.75,-$2.00,"Shiri, Mirrors 2, Jennifer Lopez - Let's Get Loud",-$0.95,$7.17,,doNotMatch
2/1/2019,$5.00,-$0.45,-$3.63,,The Exorcist,$0.35,$0.13,,
2/2/2019,$8.00,-$0.53,-$3.28,,Murder in Coweta County,$0.35,$3.39,,
2/2/2019,$5.75,-$0.47,-$3.28,,The Three Musketeers,$0.35,$1.20,,
2/2/2019,$5.00,-$0.45,-$3.28,,Lilo and Stitch,$0.35,$0.48,,
2/2/2019,$8.00,-$0.53,,,20000 Leagues Under the Sea,,$6.32,,
2/2/2019,$12.00,-$0.65,-$2.75,,"Jackie Chan Collection: Rumble in the Bronx, The Tuxedo, The Spy Next Door, Shanghai Nights",-$1.60,$5.85,,doNotMatch
2/2/2019,$5.50,-$0.46,-$2.76,,This Town Blu-Ray,$0.75,$1.88,,doNotMatch
2/2/2019,$4.75,-$0.44,-$2.75,,Python,,$0.41,,
2/2/2019,$8.00,-$0.53,-$2.75,,Rawhide Season 4 Vol 1,$0.35,$3.92,,
2/4/2019,$5.00,-$0.45,-$3.22,,Paradise Road,$0.35,$0.54,,
2/4/2019,$5.00,-$0.45,-$3.28,,Legendary Assassin,$0.35,$0.48,,
2/5/2019,$7.25,-$0.51,-$2.75,,Sweet Karma,-$0.30,$2.54,,
2/5/2019,$7.25,,,,The Grapes of Death,-$0.30,,,
2/6/2019,$7.00,-$0.50,-$2.75,,Will and Grace Season 5,-$2.00,$0.60,,
2/11/2019,$6.75,-$0.50,-$3.63,,Bubba Ho Tep,$0.70,$2.17,,
2/11/2019,$5.25,-$0.45,-$3.63,,Let the Right One In,$0.35,$0.37,,
2/11/2019,$13.00,-$0.68,-$3.20,,Ginger Snaps,$0.35,$8.32,,
2/12/2019,$5.00,-$0.45,-$2.75,,Weeds Season 1 and 2,,$0.66,,
2/12/2019,$5.00,-$0.45,-$3.09,,Dollhouse Season 1 Disc 2,,$0.32,,
2/12/2019,$23.00,-$0.97,-$2.75,-$2.00,"Kill Bill Volume 1 and 2, Minority Report / Vanilla Sky / Collateral, The Human Stain",-$2.30,$13.83,,
2/12/2019,$6.00,-$0.47,-$3.28,,Enemies Closer,$0.75,$1.85,,
2/12/2019,$8.00,-$0.53,-$3.22,,Something to Talk About,$0.35,$3.45,,
2/14/2019,$6.00,-$0.47,-$3.28,,Witness,$0.35,$1.45,,
2/14/2019,$5.00,-$0.45,-$3.28,,Black River,,$0.13,,
2/15/2019,$14.00,-$0.71,-$3.27,,Amityville Horror Collection,-$3.00,$5.87,,doNotMatch
2/19/2019,$12.00,-$0.65,-$3.27,,Angel Eyes / Enough / Money Train / The Wedding Planner,$1.60,$8.53,,
2/19/2019,$5.75,-$0.47,-$3.36,,Gimme Shelter,$0.75,$1.52,,
2/19/2019,$6.00,-$0.47,-$2.75,,Highlander 2: The Quickening,$0.69,$2.32,,
2/19/2019,$6.00,-$0.47,-$2.75,,Whiteout,$0.35,$1.98,,
2/19/2019,$6.00,-$0.47,-$3.18,,Pan's Labyrinth,$0.35,$1.55,,
2/20/2019,,$0.00,,-$89.16,eBay Fees,,-$90.31,,
2/20/2019,$9.75,-$0.58,-$2.75,,Rawhide Season 4 Vol 2,$0.35,$5.62,,
2/23/2019,$5.00,-$0.45,-$2.75,,Let Me In,$0.35,$1.01,,
2/25/2019,$5.00,-$0.45,-$3.28,,Eye See You,,$0.13,,
2/25/2019,$11.50,-$0.63,-$3.27,,Game of Thrones Season 2,,$6.45,,
2/25/2019,$9.50,-$0.58,-$2.75,,The Secret of Roan Inish,,$5.02,,
2/26/2019,$11.00,-$0.62,-$2.75,,Buffy the Vampire Slayer Season 5,$0.35,$6.83,,
2/26/2019,$6.25,-$0.48,-$3.28,,Samurai X Reflection Complete Series,,$1.34,,
2/26/2019,$8.00,-$0.53,-$3.28,,U Turn,$0.70,$3.74,,
2/27/2019,$10.00,-$0.59,-$2.75,,Buffy the Vampire Slayer Season 4,$0.35,$5.86,,
2/27/2019,$7.00,-$0.50,-$3.27,,Fraggle Rock Season 1,$0.50,$2.58,,
2/28/2019,$7.00,-$0.50,-$2.75,,Home Alone 4,$0.35,$2.95,,
3/2/2019,$6.50,-$0.49,-$2.75,,Cheers Season 7,-$1.75,$0.36,,
3/2/2019,$6.75,-$0.50,-$2.75,,"Avatar: The Last Airbender, Book 1",-$2.00,$0.35,,doNotMatch
3/4/2019,$9.50,-$0.58,-$3.27,,Alias Season 1,$0.35,$4.85,,
3/4/2019,$6.00,-$0.47,-$2.75,,The Closer Season 3,$0.35,$1.98,,
3/7/2019,$9.00,-$0.56,-$2.75,,Ghost Whisperer Season 3,$0.65,$5.19,,
3/7/2019,$6.75,-$0.50,-$2.75,,The Rescuers Down Under,$0.70,$3.05,,
3/8/2019,$11.50,-$0.63,-$3.27,,"Ghost Whisperer Season 1, Ghost Whisperer Season 2",$0.70,$7.15,,
3/8/2019,$10.00,-$0.59,-$2.75,,Buffy the Vampire Slayer Season 7,$0.35,$5.86,,
3/9/2019,$8.50,-$0.55,-$2.75,,Dragon Ball Z Tree of Might,$0.35,$4.40,,
3/9/2019,$6.00,-$0.47,-$2.75,,The Vanishing,,$1.63,,
3/11/2019,$18.00,-$0.82,-$2.75,,Centennial,$0.79,$14.07,,
3/11/2019,$8.00,-$0.53,-$2.75,,Tank,$0.35,$3.92,,
3/11/2019,$12.75,-$0.67,-$2.75,,Steven Seagal Collection: Ticker / Half Past Dead / Out to Kill / The Belly of the Beast,-$1.60,$6.58,,
3/12/2019,$6.00,-$0.47,-$2.75,,Harry Potter and the Order of Phoenix,$0.35,$1.98,,
3/12/2019,$15.00,-$0.74,-$2.75,,Terminator: The Sarah Connor Chronicles Season 2,$0.35,$10.72,,
3/13/2019,$6.00,-$0.47,-$2.75,,The Giver,$0.69,$2.32,,
3/13/2019,$7.00,-$0.50,-$2.75,,Alien / Aliens Double Feature,$0.75,$3.35,,
3/14/2019,$12.00,-$0.65,-$2.27,,Bad Boys II / Hitch / i Robot / Men in Black II - Will Smith Collection,-$1.60,$6.33,,
